gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1660905834					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000160	000160		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Collón Curá		Ea. Yuncón																																																								10/30/73												Zonotrichia capensis								Animalia	Chordata	Aves	Passeriformes		Emberizidae				Zonotrichia				capensis			N/A							
1660905833					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000134	000134		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/1/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905832					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000149	000149		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Cerro Leones																																																								3/24/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		chimango							
1660905831					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000139	000139		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Lago Nahuel Huapi																																																								5/3/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango			N/A							
1660905830					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000141	000141		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Pta. Ruca-có																																																								3/10/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		chimango							
1660905829					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000143	000143		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Paraje Nahuel Huapi																																																								4/1/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango			N/A							
1660905828					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000148	000148		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								4/7/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905827					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000131	000131		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Río Ñireco																																																								5/20/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905826					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000138	000138		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, A. Bernal																																																								5/3/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905825					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000120	000120		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/18/74												Larus cirrocephalus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				cirrocephalus			N/A							
1660905824					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000136	000136		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/1/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905823					26/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000117	000117		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/5/74												Larus cirrocephalus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				cirrocephalus			N/A							
1660905822					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000076	000076		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Cerro Carbón, Arroyo Bernal																																																								2/2/74												Theristicus caudatus								Animalia	Chordata	Aves	Pelecaniformes		Threskiornithidae				Theristicus				caudatus			N/A							
1660905821					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000150	000150		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								3/31/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905820					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000127	000127		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/5/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905819					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000132	000132		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/5/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905818					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000140	000140		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/1/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905817					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000146	000146		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								4/7/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905816					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000135	000135		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/1/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905815					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000128	000128		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Barrio Ñireco																																																								5/4/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905814					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000129	000129		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, A. Bernal																																																								5/5/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango			N/A							
1660905813					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000144	000144		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								4/7/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905812					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000116	000116		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón																																																								12/23/73												Larus maculipennis								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				maculipennis			N/A							
1660905811					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000147	000147		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								4/7/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905810					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000109	000109		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905809					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000112	000112		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Is. Victoria Pto. Mercedes																																																								2/1/73												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905808					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000105	000105		Andres Oscar Contreras																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/16/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905807					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000118	000118		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/15/74												Larus cirrocephalus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				cirrocephalus			N/A							
1660905806					18/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000133	000133		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Ayo. Bernal																																																								3/7/74												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango	subspecies		temucoensis							
1660905805					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000124	000124		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Lago Pellegrini																																																								3/11/74												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660905804					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000123	000123		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Lago Pellegrini		Peninsula Rucacó																																																								3/9/74												Larus maculipennis								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				maculipennis			N/A							
1660905803					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000113	000113		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905802					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000114	000114		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								12/25/73												Larus maculipennis								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				maculipennis			N/A							
1660905801					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000106	000106		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/14/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905800					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000095	000095		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Tunuyán		Manzano Histórico																																																								11/27/74												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905799					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000092	000092		V. Roig																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								10/17/73												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905798					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000111	000111		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/25/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905797					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000125	000125		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/3/73												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660905796					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000102	000102		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								5/25/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905795					26/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000115	000115		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								12/25/73												Larus cirrocephalus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				cirrocephalus			N/A							
1660905794					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000110	000110		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905793					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000103	000103		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905792					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000107	000107		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905791					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000119	000119		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/18/74												Larus cirrocephalus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				cirrocephalus			N/A							
1660905790					13/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000051	000051		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	25 de Mayo		Estancia  Huanulán																																																								12/29/73												Gallinago paraguaiae								Animalia	Chordata	Aves	Charadriiformes		Scolopacidae				Gallinago				paraguaiae			N/A							
1660905789					15/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000091	000091		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Is. Victoria Pto. RADAL																																																								12/30/70												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905788					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000122	000122		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón a 16 Km del lago Nahuel Huapi																																																								4/7/74												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660905787					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000104	000104		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/12/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905786					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000121	000121		Carlos Galach																																																																	Argentina		Río Negro	Pilcaniyeu		Paso de los Molles																																																								12/10/73												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660905785					29/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000108	000108		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Pampa de Huenuleo																																																								2/3/74												Larus dominicanus								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				dominicanus			N/A							
1660905784					15/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000093	000093		Yolanda Ester Davies																																																																	Argentina		Neuquén	Los Lagos		Is. Victoria Pto. Turbina																																																								12/1/72												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905783					19/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000087	000087		Andrés Gaspar Giai																																																																	Argentina		Río Negro	Bariloche		Río Foyel																																																								12/7/73												Chloephaga picta								Animalia	Chordata	Aves	Anseriformes		Anatidae				Chloephaga				picta			N/A							
1660905782					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000099	000099		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Rincón Chico, Est. San Ramón																																																								3/3/74												Phalacrocorax olivaceus								Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae				Phalacrocorax				olivaceus			N/A							
1660905781					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000088	000088		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Arroyo Berñal																																																								1/29/72												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905780					08/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000089	000089		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Arroyo Berñal																																																								2/7/74												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905779					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000077	000077		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/17/74												Fulica sp.								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				N/A			N/A							
1660905778					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000084	000084		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Lago Pellegrini																																																								3/9/74												Fulica rufifrons								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				rufifrons			N/A							
1660905777					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000078	000078		Y. Cuello																																																																	Uruguay		N/A	San José		Playa Pascual																																																								3/1/71												Fulica sp.								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				N/A			N/A							
1660905776					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000080	000080		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Junín		Medrano																																																								11/23/74												Fulica armillata								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				armillata			N/A							
1660905775					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000081	000081		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/17/74												Fulica sp.								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				N/A			N/A							
1660905774					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000098	000098		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Estancia los dinamarqueses																																																								3/3/74												Phalacrocorax olivaceus								Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae				Phalacrocorax				olivaceus			N/A							
1660905773					15/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000094	000094		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/17/74												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905772					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000090	000090		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Arroyo Berñal																																																								3/4/74												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905771					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000086	000086		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Río Foyel																																																								12/7/73												Fulica sp.								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				N/A			N/A							
1660905770					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000085	000085		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Lago Pellegrini																																																								3/9/74												Fulica rufifrons								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				rufifrons			N/A							
1660905769					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000082	000082		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/17/74												Fulica armillata								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				armillata			N/A							
1660905768					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000079	000079		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los lagos		Is. Victoria Lag. Redonda																																																								9/23/72												Fulica armillata								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				armillata			N/A							
1660905767					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000097	000097		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/17/74												Sterna hirundo								Animalia	Chordata	Aves	Charadriiformes		Laridae				Sterna				hirundo			N/A							
1660905766					01/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000066	000066		Andrés Gaspar Giai																																																																	Argentina		Chubut	Cushamen		Hoyo de Epuyen																																																								1/1/54												Podiceps rolland								Animalia	Chordata	Aves	Podicipediformes		Podicipedidae				Podiceps				rolland			N/A							
1660905765					01/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000067	000067		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/13/74												Podiceps rolland								Animalia	Chordata	Aves	Podicipediformes		Podicipedidae				Podiceps				rolland			N/A							
1660905764					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000100	000100		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Estación Ñirihuau																																																								3/20/74												Phalacrocorax olivaceus								Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae				Phalacrocorax				olivaceus			N/A							
1660905763					08/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000083	000083		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/4/73												Fulica leucoptera								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				leucoptera			N/A							
1660905762					27/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000096	000096		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	bariloche		FCNGR-Ea Ñirihuau-Campo Luis Acuña																																																								3/23/74												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660905761					22/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000062	000062		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Lago Pellegrini																																																								3/9/74												Tringa melanoleuca								Animalia	Chordata	Aves	Charadriiformes		Scolopacidae				Tringa				melanoleuca			N/A							
1660905760					08/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000064	000064		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		Puerto Lobos																																																								1/14/73												Charadrius falklandicus								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Charadrius				falklandicus			N/A							
1660905759					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000074	000074		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/17/74												Fulica sp.								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				N/A			N/A							
1660905758					08/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000055	000055		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	San Antonio		Sierra grande																																																								1/7/74												Oreopholus ruficollis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Oreopholus				ruficollis			N/A							
1660905757					13/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000052	000052		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Estancia San Ramón																																																								3/6/74												Gallinago paraguaiae								Animalia	Chordata	Aves	Charadriiformes		Scolopacidae				Gallinago				paraguaiae			N/A							
1660905756					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:000068	000068		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Campo de Alicura Est. Ñirihuau																																																								3/23/74												Pardirallus sanguinolentus								Animalia	Chordata	Aves	Gruiformes		Rallidae				Pardirallus				sanguinolentus	subspecies		landbecki							
